comp1 2 2
comp2 2 2
comp3 2 2
comp4 2 2
comp5 1 1
comp50 0 0
comp51 0 0
comp52 9 0,9
comp53 0 0
comp54 9 9
comp55 8 8
comp56 0,3,14 0,3,14
comp216 0,2 0,2,8,13
comp278 14 14
comp392 2 2
comp397 1 1
comp421 13 13
comp599 7 7
comp600 7 7
comp601 7 7
