comp314 c1ccc2c(n1)ccn2c1ccc(cc1)OC 6,
comp315 c1c(cc2c(n1)cc[nH]2)Cl 6,
comp316 c1nc(c2c(c1)c(c([nH]2)C)C(=O)OCC)OC 5,
comp317 n1ccc2c(c1)cc([nH]2)c1c(cccc1F)F 6,
comp318 n1ccc2c(c1Cl)cc([nH]2)C 7,
comp319 n1c(cc2c(c1)cc([nH]2)c1cn(nc1)C)Br 6,
comp320 n1ccc2c(c1Cl)cc[nH]2 7,
comp321 n1ccc2c(c1NC(=O)OCC)cc[nH]2 12,
comp322 c1nc(c2c(c1)cc[nH]2)OC 6,
comp323 c1(ncc2c(c1)cc[nH]2)/N=C/N(C)C 6,
comp324 c1(ncc2c(c1)c(cn2C(C)C)c1ccnc(n1)N)Br 13,
comp325 c1(ncc2c(c1)cc[nH]2)C 6,
comp326 c1nc(c2c(c1)cc[nH]2)C 6,
comp327 c1(ncc2c(c1)cc[nH]2)OC 6,
comp328 c1(nc(c2c(c1)ccn2C)OC)Br 6,
comp329 c1nc(c2c(c1)ccn2c1ccccc1)Cl 6,
comp330 c1ncc2c(c1OC)ccn2C 8,
comp331 c1nc(c2c(c1)ccn2c1ccc(nc1)SC)Cl 6,
comp332 c1nc(c2c(c1)ccn2c1ccc(cc1)OC)Cl 6,
comp333 n1cc2c(cc1OC)cc([nH]2)C(=O)OC 8,
comp334 c1cnc2c(c1Cl)c(c[nH]2)N(=O)=O 0,
comp335 c1cnc2c(c1)cc[nH]2 6,
comp336 c1(cnc2c(c1)ccn2S(=O)(=O)c1ccc(cc1)C)F 6,
comp337 c1(cnc2c(c1Cl)ccn2C)N(=O)=O 7,
comp338 c1(cnc2c(c1OC)ccn2C)N(=O)=O 8,
comp339 c1(cnc2c(c1)cc[nH]2)N1CC(C1)NC(=O)OC(C)(C)C 6,
comp340 c1(cnc2c(c1)cc[nH]2)C#Cc1cc(ncc1)OC 6,
comp341 c1(cnc2c(c1)cc[nH]2)CNC(=O)c1cn(nc1C(F)(F)F)Cc1cnc(nc1)N1CCCC1 6,
comp342 c1cnc2c(c1)cc([nH]2)C(CC1CCCC1)c1ccc(c(c1)Cl)S(=O)C 6,
comp343 c1cnc2c(c1c1nc(=O)c3c([nH]1)cncc3C1CC1)cc[nH]2 20,
comp344 c1cnc2c(c1[N-][N+]#N)ccn2/C=C/n1ccc2c1nccc2[N-][N+]#N 9,16,
comp345 c1cnc2c(c1Br)ccn2COCC[Si](C)(C)C 7,
comp346 c1cnc2c(c1)cc([nH]2)c1c(cc(cc1)OC)N 6,
comp347 c1c(nc2c(c1)ccn2[Si](C(C)C)(C(C)C)C(C)C)S(=O)(=O)Cl 6,
comp348 c1(cnc2c(c1Cl)ccn2COCC[Si](C)(C)C)C(C)O 7,
comp349 c1cnc2c(c1C#N)ccn2COC 8,
comp351 c1(cnc2c(c1)cc[nH]2)c1c(cn(n1)C1COCC1)c1ccnc(n1)NC[C@H](C)O 6,
comp353 c1ccc2c(c1)[nH]nc2 8,
comp354 c1(ccc2c(c1)[nH]nc2)O 5,
comp355 c1c(cc2c(c1)[nH]nc2)C#N 8,
comp356 c1c(cc2c(c1)[nH]nc2)Br 8,
comp357 c1c(cc2c(c1)[nH]nc2)F 8,
comp358 c1c(cc2c(c1)[nH]nc2)C=O 8,
comp359 c1ccc2c(c1I)[nH]nc2 9,
comp360 c1ccc2c(c1C#N)[nH]nc2 10,
comp361 c1c(cc2c(c1)[nH]nc2)C(=O)O 8,
comp362 c1c(cc2c(c1)[nH]nc2)N(=O)=O 8,
comp363 c1cc(c2c(c1)[nH]nc2)N(=O)=O 8,
comp364 c1ccc2c(c1)n(nc2)Cc1ccccc1 8,
comp365 c1(ccc2c(c1)[nH]nc2)C(=O)OC 8,
comp366 c1c(cc2c(c1C)[nH]nc2)C(=O)O 9,
comp367 c1c(cc2c(c1)[nH]nc2)O[Si](C)(C)C(C)(C)C 8
comp368 c1ccc2c(c1)[nH]nc2C(F)(F)F 5,1
comp369 c1cc(c2c(c1)n(nc2)C(=O)C)N 5,1
comp370 c1(ccc2c(c1)n(nc2)c1ccc(cc1)F)O 5,
comp371 c1(ccc2c(c1C(=O)OC)[nH]nc2)N 1,
comp372 c1(ccc2c(c1C(=O)OC)[nH]nc2)F 12,
comp373 c1(ccc2c(c1)[nH]nc2)O[Si](C(C)(C)C)(c1ccccc1)c1ccccc1 8
comp374 c1(ccc2c(c1)n(nc2)C[C@H](C)O[Si](C(C)(C)C)(C)C)O 5,
comp375 c1c(cc2c(c1)[nH]nc2)CC1CS(=O)(=O)C[C@@H]([C@H]1O)NC(=O)OC(C)(C)C 8,
comp376 c1ccc2c(c1)[nH]c(=O)[nH]2 1,0,
comp377 c1c(cc2c(c1)nc([nH]2)C)C 0,
comp378 c1c(cc2c(c1)nc([nH]2)C1CC1)C 0
comp381 c1cc(c2c(c1)nc([nH]2)C(F)(F)F)OC 5,
comp382 c1ccc2c(c1)nc(n2S(=O)(=O)N(C)C)N 1,
comp383 O=[N+]([O-])C1=C2NN=CC2=CC=C1 7
comp384 c1ccc2c(c1C(C)CC)n(c(=O)[nH]2)C 2
comp385 c1ccc2c(c1)nc(n2S(=O)(=O)C(C)(C)C)N 1
comp386 c1ccc2c(c1N(CC)CC)n(c(=O)[nH]2)C 2,
comp387 c1ccc2c(c1)nc(n2S(=O)(=O)C1CCCC1)N 1,
comp388 c1ccc2c(c1)nc(n2S(=O)(=O)N1CCOCC1)N 1,
comp389 c1(ccc2c(c1)[nH]c(=O)[nH]2)c1c(cccc1OC(F)(F)F)Cl 1
comp390 n1ccc(nc1N)C(F)F 2,
comp391 n1ccc(cc1N)C(F)F 2,
comp392 n1(ccc(n1)C(=O)OCC)C(F)F 2,
comp394 c1c(nc2c(c1C(F)F)cn[nH]2)Cl 9,
comp395 n1cccc(c1N)C(F)F 2,
comp396 c1nc(c2c(c1)nc(nc2)SC)C(F)F 5,
comp397 c1(ccn(n1)C)C(F)F 1,
comp398 c1(ccc([nH]c1=O)C(F)F)C(=O)OC 2,
comp399 c1ccc2c(c1)ccn2P(=O)(C(C)(C)C)C(C)(C)C 6,
comp400 c1(ccc(nc1)N)P(=O)(C(C)(C)C)C(C)(C)C 2,
comp401 c1(cn(cn1)C1COC1)C(=O)OCC 3
comp402 c1c(n(cc1)C1COC1)C=O 4,
comp403 n1cnc2c(c1)ccn2C1(COC1)C 6,
comp404 n1cnc2c(c1)ccn2C1(COC1)CO[Si](C)(C(C)(C)C)C 6,
comp405 n1cnc2c(c1)ccn2C1COC1 6,
comp406 n1ccn2c(c1C)cnc2C1(COC1)C 7,
comp407 c1ccc2c(c1)n(c(c2)C1C(=O)OCC1)C(=O)OC(C)(C)C 8,
comp408 c1(ccn2c(c1)nc(c2)C1COCC1)F 8,
comp409 c1(nc(c2c(n1)n(c(=O)cc2)C1COCC1)C)N 9,
comp411 n1cnn2c(c1N)ccc2C1CN(C1)C(=O)OCc1ccccc1 7,
comp412 c1c(c(c(cc1C)C)OCC(=O)N/N=C/c1ccc2c(c1)[nH]cc2)C 23,
comp413 c1ccc(s1)/C=N/N=C/c1sccc1 11
comp414 c1ccc2c(c1)[nH]c1c2ccnc1C1=NCCC1 1
comp415 c1(c(cc2c(c1)ncc(c2)S(=O)(=O)O)O)OCC(=O)O 2,
comp416 c1cc(c2c(c1O)ncc(c2)Br)S(=O)(=O)O 0,
comp417 c1cc(c2c(c1O)nccc2)S(=O)(=O)O 0,
