comp30 n1c(cnc(c1)C(=O)OC)N1CCN([C@H](C1)CCC)C(=O)OC(C)(C)C
comp31 n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C
comp49 c1c2n(c(c3nccnc3N)nc2cnc1)CC
comp107 n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C
comp108 c1ncc(nc1)N
comp109 n1c(cnc(c1)c1cncc(c1)C#N)NCC1N(CCC1)CC(=O)OC(C)(C)C
comp131 c1cc(c2cncc(n2)N)oc1
comp132 c1c(occ1)c1c(c2ccncc2)ncc(N)n1
comp133 c1cc(c2c(ncc(n2)N)c2ccncc2)cnc1
comp134 c1c2c(ccc1)oc(c1nccnc1N)n2
comp135 n1c(cnc(c2cncnc2)c1)NCC1N(CCC1)CC(=O)OC(C)(C)C
comp192 N1(c2ncc(nc2)C(=O)OC)CC(C1)(F)F
comp193 c1nc(c(nc1)N)C(=O)OC
comp194 c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F
comp196 Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C
comp198 c1ncc2c(c1)oc(n2)c1c(nccn1)N
comp199 c1cnc(c(n1)N1CCN(CC1)C(=O)OC(C)(C)C)Oc1ccc(cc1)OC
comp200 Nc1ncc(nc1)c1ccc(cc1)OC
comp201 n1c(cnc(c1)c1cncnc1)NCC1N(CCC1)C(=O)OC(C)(C)C
comp202 c1ncc(nc1N)c1cccnc1
comp203 c1(cncc(n1)N1C[C@H](N(CC1)C(=O)OC(C)(C)C)C)OC
comp205 O=C(C)C(C=C1)=CC=C1C(N=C2)=CN=C2[N-][N+]3=CC=CC=C3
comp206 c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N
comp207 c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C
comp211 c1ncc(nc1N)OC
comp212 c1ncc(nc1N)Cl
comp284 c1cnc(c(n1)N)C1CC1
comp285 c1cnc(c(n1)N)C
comp286 c1cnc(c(n1)N)C(=O)N
comp289 c1c(ncc(n1)N)C(=O)OCC
comp290 c1c(ncc(n1)N)C1CCOCC1
comp291 c1c(ncc(n1)N)CC(C)C
comp292 c1cnc(c(n1)N)Cl
comp293 c1cncc(n1)N1CCC1
comp195 Nc1ncc(nc1)c1ccc(cc1)O[Si](C)(C)C(C)(C)C
comp209 COC(C=C1)=CC=C1C(N=C2)=CN=C2[N-][N+]3=CC=CC=C3
comp283 c1cncc(n1)NC
