comp423 c1ccc2c(c1)cc(s2)B1OC(C(O1)(C)C)(C)C
comp429 c1ccc2c(c1)sc(c2)N(S(=O)(=O)CCBr)Cc1ccc(cc1)OC(F)(F)F
